record_id,title,journal,year,final_evidence_class,statistic_type,statistic_snippet
PVA-1360,Large Language Models for Chatbot Health Advice Studies: A Systematic Review.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,99.3%
PVA-1360,Large Language Models for Chatbot Health Advice Studies: A Systematic Review.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,39.4%
PVA-1365,Language models for data extraction and risk of bias assessment in complementary medicine.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,95%
PVA-1365,Language models for data extraction and risk of bias assessment in complementary medicine.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,97%
PVA-1375,Multimodal machine learning enables AI chatbot to diagnose ophthalmic diseases and provide high-quality medical responses.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,79.6%
PVA-1375,Multimodal machine learning enables AI chatbot to diagnose ophthalmic diseases and provide high-quality medical responses.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,81.1%
PVA-1375,Multimodal machine learning enables AI chatbot to diagnose ophthalmic diseases and provide high-quality medical responses.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,69.6%
PVA-1375,Multimodal machine learning enables AI chatbot to diagnose ophthalmic diseases and provide high-quality medical responses.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,72.5%
PVA-1395,Psychological distress in adolescence and later economic and health outcomes in the United States population: A retrospective and modeling study.,PLoS medicine,2025,core_pediatric_evidence,confidence_interval,"Past-month clinically significant psychological distress in adolescence led to a 6-percentage-point (95% confidence interval [CI] [-0.08, -0.03]) reduction in past-year labor force participation 10 years later and $5,658 (95% CI [-6,772, -4,545]) USD fewer past-year wages earned."
PVA-1395,Psychological distress in adolescence and later economic and health outcomes in the United States population: A retrospective and modeling study.,PLoS medicine,2025,core_pediatric_evidence,percentage,4.4%
PVA-1395,Psychological distress in adolescence and later economic and health outcomes in the United States population: A retrospective and modeling study.,PLoS medicine,2025,core_pediatric_evidence,percentage,95%
PVA-1395,Psychological distress in adolescence and later economic and health outcomes in the United States population: A retrospective and modeling study.,PLoS medicine,2025,core_pediatric_evidence,percentage,10%
PVA-1399,A policy framework for leveraging generative AI to address enduring challenges in clinical trials.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,40%
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,confidence_interval,The median intravenous antibiotic duration was 96·0 h (IQR 59·5-155·5) in the procalcitonin group and 99·7 h (61·2-153·8) in the usual care group (hazard ratio 0·96 [95% CI 0·87-1·05]).
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,confidence_interval,78 (9%) of 917 participants in the procalcitonin group and 85 (9%) of 904 participants in the usual care group had at least one event covered by the composite safety outcome measure (estimated adjusted risk difference -0·81% [95% CI upper bound 1·11]).
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,hazard_ratio,hazard ratio 0·96 [95% CI 0·87-1·05])
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,percentage,5%
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,percentage,95%
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,percentage,9%
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,percentage,81%
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,sample_size,n=977
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,sample_size,n=972
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,event_count_of_total,78 (9%) of 917
PVA-1405,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",The Lancet. Child & adolescent health,2025,core_pediatric_evidence,event_count_of_total,85 (9%) of 904
PVA-1409,Standardized patient profile review using large language models for case adjudication in observational research.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,98%
PVA-1413,Medical large language models are vulnerable to data-poisoning attacks.,Nature medicine,2025,core_foundational_transferable_evidence,percentage,0.001%
PVA-1413,Medical large language models are vulnerable to data-poisoning attacks.,Nature medicine,2025,core_foundational_transferable_evidence,percentage,91.9%
PVA-1413,Medical large language models are vulnerable to data-poisoning attacks.,Nature medicine,2025,core_foundational_transferable_evidence,percentage,85.7%
PVA-1415,Toward expert-level medical question answering with large language models.,Nature medicine,2025,core_foundational_transferable_evidence,p_value,P < 0.001
PVA-1415,Toward expert-level medical question answering with large language models.,Nature medicine,2025,core_foundational_transferable_evidence,percentage,86.5%
PVA-1415,Toward expert-level medical question answering with large language models.,Nature medicine,2025,core_foundational_transferable_evidence,percentage,19%
PVA-1415,Toward expert-level medical question answering with large language models.,Nature medicine,2025,core_foundational_transferable_evidence,percentage,65%
PVA-1438,"Leveraging artificial intelligence for predicting spontaneous closure of perimembranous ventricular septal defect in children: a multicentre, retrospective study in China.",The Lancet. Digital health,2025,core_pediatric_evidence,confidence_interval,"The random survival forest algorithm, selected for its superior concordance indexes, showed excellent predictive performance with validation set AUCs (95% CI) of 0·95 (0·94-0·96) for 1-year and 3-year predictions, and 0·95 (0·95-0·96) for 5-year predictions; testing set AUCs were 0·95 (0·94-0·97) for 1-year predictions, 0·97 (0·96-0·98) for 3-year predictions, and 0·98 (0·97-0·99) for 5-year predictions."
PVA-1438,"Leveraging artificial intelligence for predicting spontaneous closure of perimembranous ventricular septal defect in children: a multicentre, retrospective study in China.",The Lancet. Digital health,2025,core_pediatric_evidence,auc_auroc,"area under the receiver operating characteristic curve (AUC), decision curve analysis, and calibration index"
PVA-1438,"Leveraging artificial intelligence for predicting spontaneous closure of perimembranous ventricular septal defect in children: a multicentre, retrospective study in China.",The Lancet. Digital health,2025,core_pediatric_evidence,auc_auroc,"AUCs (95% CI) of 0·95 (0·94-0·96) for 1-year and 3-year predictions, and 0·95 (0·95"
PVA-1438,"Leveraging artificial intelligence for predicting spontaneous closure of perimembranous ventricular septal defect in children: a multicentre, retrospective study in China.",The Lancet. Digital health,2025,core_pediatric_evidence,auc_auroc,"AUCs were 0·95 (0·94-0·97) for 1-year predictions, 0·97 (0·96-0·98) for 3-year pred"
PVA-1438,"Leveraging artificial intelligence for predicting spontaneous closure of perimembranous ventricular septal defect in children: a multicentre, retrospective study in China.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,70%
PVA-1438,"Leveraging artificial intelligence for predicting spontaneous closure of perimembranous ventricular septal defect in children: a multicentre, retrospective study in China.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,30%
PVA-1438,"Leveraging artificial intelligence for predicting spontaneous closure of perimembranous ventricular septal defect in children: a multicentre, retrospective study in China.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,1%
PVA-1438,"Leveraging artificial intelligence for predicting spontaneous closure of perimembranous ventricular septal defect in children: a multicentre, retrospective study in China.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,95%
PVA-1446,Large Language Models for More Efficient Reporting of Hospital Quality Measures.,NEJM AI,2024,core_foundational_transferable_evidence,confidence_interval,"The LLM system achieved agreement with manual abstractors on the measure category assignment in 90 of the abstractions (90%; κ=0.82; 95% confidence interval, 0.71 to 0.92)."
PVA-1446,Large Language Models for More Efficient Reporting of Hospital Quality Measures.,NEJM AI,2024,core_foundational_transferable_evidence,percentage,90%
PVA-1446,Large Language Models for More Efficient Reporting of Hospital Quality Measures.,NEJM AI,2024,core_foundational_transferable_evidence,percentage,95%
PVA-1448,AI technology to support adaptive functioning in neurodevelopmental conditions in everyday environments: a systematic review.,NPJ digital medicine,2024,core_pediatric_evidence,percentage,47%
PVA-1448,AI technology to support adaptive functioning in neurodevelopmental conditions in everyday environments: a systematic review.,NPJ digital medicine,2024,core_pediatric_evidence,percentage,26%
PVA-1448,AI technology to support adaptive functioning in neurodevelopmental conditions in everyday environments: a systematic review.,NPJ digital medicine,2024,core_pediatric_evidence,percentage,16%
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,confidence_interval,"Temporal validation on 194 neonates yielded a Pearson r of 0.84 (95% CI, 0.79-0.88; P < .001), 82% of data pairs within clinically acceptable limits of 3 mg/dL, sensitivity of 100%, specificity of 70%, positive predictive value of 10%, negative predictive value of 100%, positive likelihood ratio of 3.3, negative likelihood ratio of 0, and area under the receiver operating characteristic curve of 0.89 (95% CI, 0.82-0.96)."
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,p_value,P < .001
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,auc_auroc,area under the receiver operating characteristic curve of 0
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,percentage,60%
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,percentage,80%
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,percentage,52.4%
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,percentage,57.7%
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,percentage,6.4%
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,percentage,31.0%
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,percentage,4.9%
PVA-1461,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening.,JAMA network open,2024,core_pediatric_evidence,percentage,95%
PVA-1468,A scoping review on pediatric sepsis prediction technologies in healthcare.,NPJ digital medicine,2024,core_pediatric_evidence,auc_auroc,area under the receiver operating characteristic scores ranging from 0
PVA-1468,A scoping review on pediatric sepsis prediction technologies in healthcare.,NPJ digital medicine,2024,core_pediatric_evidence,percentage,85%
PVA-1468,A scoping review on pediatric sepsis prediction technologies in healthcare.,NPJ digital medicine,2024,core_pediatric_evidence,percentage,59%
PVA-1468,A scoping review on pediatric sepsis prediction technologies in healthcare.,NPJ digital medicine,2024,core_pediatric_evidence,percentage,74%
PVA-1472,Developing and Evaluating Large Language Model-Generated Emergency Medicine Handoff Notes.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,52%
PVA-1490,The quality and safety of using generative AI to produce patient-centred discharge instructions.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,18%
PVA-1490,The quality and safety of using generative AI to produce patient-centred discharge instructions.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,6%
PVA-1490,The quality and safety of using generative AI to produce patient-centred discharge instructions.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,3%
PVA-1503,"Foundation models for fast, label-free detection of glioma infiltration.",Nature,2025,core_pediatric_evidence,auc_auroc,area under the receiver operating characteristic curve of 92
PVA-1503,"Foundation models for fast, label-free detection of glioma infiltration.",Nature,2025,core_pediatric_evidence,percentage,0.9%
PVA-1503,"Foundation models for fast, label-free detection of glioma infiltration.",Nature,2025,core_pediatric_evidence,sample_size,n = 220
PVA-1503,"Foundation models for fast, label-free detection of glioma infiltration.",Nature,2025,core_pediatric_evidence,sample_size,n = 129
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,confidence_interval,"Sensitivity of SITB detection using only codes and chief concern varied by age group and increased until age 15 years (6-9 years: 59.3% [95% CI, 48.5%-69.5%]; 10-12 years: 69.0% [95% CI, 63.8%-73.9%]; 13-15 years: 88.4% [95% CI, 85.1%-91.2%]; 16-17 years: 83.1% [95% CI, 79.1%-86.6%]), while specificity remained constant."
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,confidence_interval,"The area under the receiver operating characteristic curve (AUROC) was lower among preadolescents (0.841 [95% CI, 0.815-0.867]) and male (0.869 [95% CI, 0.848-0.890]), Black (0.859 [95% CI, 0.813-0.905]), and Hispanic (0.861 [95% CI, 0.831-0.891]) youths compared with adolescents (0.925 [95% CI, 0.912-0.938]), female youths (0.923 [95% CI, 0.909-0.937]), and youths of other races and ethnicities (eg, White: 0.901 [95% CI, 0.884-0.918])."
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,confidence_interval,"Augmented classification (ie, using all available structured data) outperformed classification with codes and chief concern alone (AUROC, 0.975 [95% CI, 0.968-0.980] vs 0.894 [95% CI, 0.882-0.905]; P < .001)."
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,p_value,P < .001
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,auc_auroc,area under the receiver operating characteristic curve (AUROC) was lower among preadolescents (0
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,auc_auroc,"AUROC, 0"
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,percentage,51.2%
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,percentage,4.8%
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,percentage,9.8%
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,percentage,26.6%
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,percentage,48.8%
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,percentage,8.6%
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,percentage,47.6%
PVA-1523,Electronic Health Record Phenotyping of Pediatric Suicide-Related Emergency Department Visits.,JAMA network open,2024,core_pediatric_evidence,percentage,59.3%
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,confidence_interval,"The median diagnostic reasoning score per case was 76% (IQR, 66%-87%) for the LLM group and 74% (IQR, 63%-84%) for the conventional resources-only group, with an adjusted difference of 2 percentage points (95% CI, -4 to 8 percentage points; P = .60)."
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,confidence_interval,"The median time spent per case for the LLM group was 519 (IQR, 371-668) seconds, compared with 565 (IQR, 456-788) seconds for the conventional resources group, with a time difference of -82 (95% CI, -195 to 31; P = .20) seconds."
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,confidence_interval,"The LLM alone scored 16 percentage points (95% CI, 2-30 percentage points; P = .03) higher than the conventional resources group."
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,p_value,P = .60
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,p_value,P = .20
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,p_value,P = .03
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,76%
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,66%
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,87%
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,74%
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,63%
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,84%
PVA-1528,Large Language Model Influence on Diagnostic Reasoning: A Randomized Clinical Trial.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,95%
PVA-1532,Revealing transparency gaps in publicly available COVID-19 datasets used for medical artificial intelligence development-a systematic review.,The Lancet. Digital health,2024,core_pediatric_evidence,percentage,48%
PVA-1532,Revealing transparency gaps in publicly available COVID-19 datasets used for medical artificial intelligence development-a systematic review.,The Lancet. Digital health,2024,core_pediatric_evidence,percentage,43%
PVA-1532,Revealing transparency gaps in publicly available COVID-19 datasets used for medical artificial intelligence development-a systematic review.,The Lancet. Digital health,2024,core_pediatric_evidence,percentage,25%
PVA-1537,Medical large language models are susceptible to targeted misinformation attacks.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,1.1%
PVA-1556,Testing and Evaluation of Health Care Applications of Large Language Models: A Systematic Review.,JAMA,2025,core_foundational_transferable_evidence,percentage,5%
PVA-1556,Testing and Evaluation of Health Care Applications of Large Language Models: A Systematic Review.,JAMA,2025,core_foundational_transferable_evidence,percentage,44.5%
PVA-1556,Testing and Evaluation of Health Care Applications of Large Language Models: A Systematic Review.,JAMA,2025,core_foundational_transferable_evidence,percentage,19.5%
PVA-1556,Testing and Evaluation of Health Care Applications of Large Language Models: A Systematic Review.,JAMA,2025,core_foundational_transferable_evidence,percentage,0.2%
PVA-1556,Testing and Evaluation of Health Care Applications of Large Language Models: A Systematic Review.,JAMA,2025,core_foundational_transferable_evidence,percentage,84.2%
PVA-1556,Testing and Evaluation of Health Care Applications of Large Language Models: A Systematic Review.,JAMA,2025,core_foundational_transferable_evidence,percentage,8.9%
PVA-1556,Testing and Evaluation of Health Care Applications of Large Language Models: A Systematic Review.,JAMA,2025,core_foundational_transferable_evidence,percentage,3.3%
PVA-1556,Testing and Evaluation of Health Care Applications of Large Language Models: A Systematic Review.,JAMA,2025,core_foundational_transferable_evidence,percentage,95.4%
PVA-1565,Evaluating the use of large language models to provide clinical recommendations in the Emergency Department.,Nature communications,2024,core_foundational_transferable_evidence,percentage,8%
PVA-1565,Evaluating the use of large language models to provide clinical recommendations in the Emergency Department.,Nature communications,2024,core_foundational_transferable_evidence,percentage,24%
PVA-1592,Privacy-preserving large language models for structured medical information retrieval.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,100%
PVA-1592,Privacy-preserving large language models for structured medical information retrieval.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,96%
PVA-1592,Privacy-preserving large language models for structured medical information retrieval.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,95%
PVA-1592,Privacy-preserving large language models for structured medical information retrieval.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,76%
PVA-1592,Privacy-preserving large language models for structured medical information retrieval.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,94%
PVA-1592,Privacy-preserving large language models for structured medical information retrieval.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,84%
PVA-1592,Privacy-preserving large language models for structured medical information retrieval.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,97%
PVA-1592,Privacy-preserving large language models for structured medical information retrieval.,NPJ digital medicine,2024,core_foundational_transferable_evidence,percentage,87%
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,confidence_interval,"Posts with warnings received fewer comments than posts without warnings (mean [SD], 1.8 [2.5] vs 5.4 [11.7] comments; adjusted incident rate ratio [aIRR], 0.70; 95% CI, 0.57-0.86; P < .001)."
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,confidence_interval,"For posts containing warnings, a larger percentage of the warning label's pixel area was associated with fewer comments (aIRR, 0.96; 95% CI, 0.93-0.99; P = .003)."
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,confidence_interval,"Flavored posts with health warnings placed in the upper image portion received more likes than posts with warnings in the lower portion (mean [SD], 34.6 [35.2] vs 19.9 [19.2] likes; aIRR, 1.48; 95% CI, 1.07-2.06; P = .02)."
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,p_value,P < .001
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,p_value,P = .003
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,p_value,P = .02
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,percentage,20%
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,percentage,13%
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,percentage,79%
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,percentage,29%
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,percentage,95%
PVA-1603,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,JAMA network open,2024,core_pediatric_evidence,percentage,87%
PVA-1608,Availability of Evidence for Predictive Machine Learning Algorithms in Primary Care: A Systematic Review.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,63%
PVA-1608,Availability of Evidence for Predictive Machine Learning Algorithms in Primary Care: A Systematic Review.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,81%
PVA-1608,Availability of Evidence for Predictive Machine Learning Algorithms in Primary Care: A Systematic Review.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,19%
PVA-1608,Availability of Evidence for Predictive Machine Learning Algorithms in Primary Care: A Systematic Review.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,30%
PVA-1608,Availability of Evidence for Predictive Machine Learning Algorithms in Primary Care: A Systematic Review.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,28%
PVA-1608,Availability of Evidence for Predictive Machine Learning Algorithms in Primary Care: A Systematic Review.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,45%
PVA-1608,Availability of Evidence for Predictive Machine Learning Algorithms in Primary Care: A Systematic Review.,JAMA network open,2024,core_foundational_transferable_evidence,percentage,29%
PVA-1616,Ethical Considerations in the Design and Conduct of Clinical Trials of Artificial Intelligence.,JAMA network open,2024,core_pediatric_evidence,percentage,64%
PVA-1616,Ethical Considerations in the Design and Conduct of Clinical Trials of Artificial Intelligence.,JAMA network open,2024,core_pediatric_evidence,percentage,36%
PVA-1616,Ethical Considerations in the Design and Conduct of Clinical Trials of Artificial Intelligence.,JAMA network open,2024,core_pediatric_evidence,percentage,27%
PVA-1616,Ethical Considerations in the Design and Conduct of Clinical Trials of Artificial Intelligence.,JAMA network open,2024,core_pediatric_evidence,percentage,73%
PVA-1623,An international study presenting a federated learning AI platform for pediatric brain tumors.,Nature communications,2024,core_pediatric_evidence,percentage,1.5%
PVA-1623,An international study presenting a federated learning AI platform for pediatric brain tumors.,Nature communications,2024,core_pediatric_evidence,percentage,3%
PVA-1623,An international study presenting a federated learning AI platform for pediatric brain tumors.,Nature communications,2024,core_pediatric_evidence,percentage,30%
PVA-1645,Trends in Active Surveillance for Men With Intermediate-Risk Prostate Cancer.,JAMA network open,2024,core_pediatric_evidence,confidence_interval,"On multivariable analysis, use of active surveillance was associated with increased age (age 70-80 years vs <50 years: odds ratio [OR], 3.09; 95% CI, 2.66-3.59), lower Gleason score (3 + 3 vs 3 + 4: OR, 3.45; 95% CI, 3.25-3.66), early T stage (T2c vs T1a through T2a: OR, 0.35; 95% CI, 0.32-0.38), treatment at an academic center (community vs academic center: OR, 0.72; 95% CI, 0.67-0.78), higher level of education (communities with 21% or higher population without high school vs less than 7%: OR, 0.73; 95% CI, 0.67-0.79), insurance type (Medicare or other governmental service vs private: OR, 1.11; 95% CI, 1.07-1.16), proximity to treatment facility (greater than 120 miles vs less than 60 miles: OR, 0.75; 95% CI, 0.68-0.84), facility location (South Atlantic vs New England: OR, 0.54; 95% CI,"
PVA-1645,Trends in Active Surveillance for Men With Intermediate-Risk Prostate Cancer.,JAMA network open,2024,core_pediatric_evidence,p_value,P < .001
PVA-1645,Trends in Active Surveillance for Men With Intermediate-Risk Prostate Cancer.,JAMA network open,2024,core_pediatric_evidence,odds_ratio,"OR, 3.45"
PVA-1645,Trends in Active Surveillance for Men With Intermediate-Risk Prostate Cancer.,JAMA network open,2024,core_pediatric_evidence,odds_ratio,"OR, 0.35"
PVA-1645,Trends in Active Surveillance for Men With Intermediate-Risk Prostate Cancer.,JAMA network open,2024,core_pediatric_evidence,odds_ratio,"OR, 0.72"
PVA-1645,Trends in Active Surveillance for Men With Intermediate-Risk Prostate Cancer.,JAMA network open,2024,core_pediatric_evidence,odds_ratio,"OR, 0.73"
